clean_id,pa_id,ps_name,mpa_party,w1_s1_treat,w1_s2_treat,s1_phone_answer,s1_answered_question,s2_phone_answer,s2_answered_question,age,income_scale,educ_years,pmln_kp_govt,knows_president,mpa_therm,mpa_party_therm,voted,mpa_therm_end,mpa_party_therm_end,voted_end,party_vote_end,accountability_prospects_index_std_end,incumbent_evaluations_index_std_end,participation_index_std_end
e1_hh7_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,43,3,14,2,1,6,7,1,2,2,1,4,0.9748784591277788,-0.781446360689607,-0.46253034818942657
e4_hh18_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,35,1,5,3,1,8,2,1,1,2,1,1,0.2792307683450669,-1.0595551710428672,-0.46253034818942657
e2_hh13_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,48,2,10,1,3,9,4,1,2,1,1,4,0.46894780125436963,-1.0556256855114234,-0.46253034818942657
e2_hh1_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,35,3,14,2,1,6,6,1,2,2,1,5,3.0248322145306625,-0.781446360689607,-0.46253034818942657
e1_hh3_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,12,2,1,5,3,1,1,3,1,1,-0.48295044557099215,-0.785375846221051,-0.46253034818942657
e4_hh21_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,27,2,12,2,1,1,7,1,2,2,1,1,-2.7891547570165254,-0.9742471755691192,0.7342664926379137
e4_hh17_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,0,FALSE,NA,NA,45,3,0,2,2,1,3,1,1,3,1,5,-1.1142902323856945,-0.9781766611005632,0.7342664926379137
e1_hh3_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,32,4,16,2,1,1,6,1,2,2,1,7,2.047840999847881,-0.9742471755691192,-0.46253034818942657
e3_hh14_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,0,FALSE,NA,NA,25,3,14,1,3,3,3,1,4,3,1,1,-1.602785839727085,-0.5294518597998071,-0.46253034818942657
e3_hh9_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,60,1,11,2,1,1,8,1,10,9,1,6,1.172253409362483,1.4588318390657529,0.8654701023398661
e3_hh4_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,60,3,10,2,3,5,1,0,1,1,1,1,-1.4425066097217552,-1.1409336809851713,0.7342664926379137
e1_hh11_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,66,3,12,2,1,6,5,1,1,1,1,3,-0.031550558458975676,-0.9481328661056593,-0.46253034818942657
e3_hh10_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,TRUE,NA,NA,33,3,0,1,3,5,10,0,9,10,1,6,-0.13295418265635975,1.6477031684138213,-0.46253034818942657
e2_hh13_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,65,2,12,1,3,1,7,1,2,2,1,1,1.6607490167038739,-0.9742471755691192,-0.46253034818942657
e1_hh19_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,38,3,12,2,1,4,7,1,3,2,1,4,-1.5913696923374827,-0.503337550336347,2.0622669431672063
e1_hh28_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,42,3,12,2,2,7,6,1,4,3,1,1,0.9574434085957603,-0.5294518597998071,-0.46253034818942657
e1_hh15_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,30,2,0,2,4,7,7,1,2,2,1,3,0.06442076757834438,-0.588645545810095,-0.46253034818942657
e1_hh28_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,29,4,10,2,3,3,8,1,3,3,1,7,-0.3815468213736082,-0.8075606701530672,0.7342664926379137
e3_hh16_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,40,2,10,2,4,4,5,0,4,5,1,1,-0.0904261642669213,-0.36669483991519886,-0.46253034818942657
e1_hh16_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,35,4,11,1,1,10,5,1,2,1,1,1,0.4395099983503967,-1.0556256855114234,-0.46253034818942657
e3_hh19_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,40,4,0,2,1,1,9,1,10,9,1,6,-1.8470336433977803,1.4588318390657529,-0.46253034818942657
e2_hh20_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,45,3,14,2,3,2,1,1,2,1,1,5,-0.8482625431364276,-0.8628248706319113,-0.46253034818942657
e2_hh29_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,27,2,0,1,4,6,9,1,6,9,1,1,0.8266019814944034,0.12943519080151358,0.7342664926379137
e3_hh4_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,60,1,12,1,1,7,3,1,4,3,1,1,0.4509261457399992,-0.7222526746793192,0.8654701023398661
e4_hh5_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H2_call,NA,1,NA,NA,NA,45,3,0,2,1,8,1,1,1,1,1,1,-0.7566360521456605,-1.1409336809851713,0.8654701023398661
e2_hh29_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,30,1,10,1,1,8,3,1,1,3,1,1,-2.056411346004439,-0.9781766611005632,0.8654701023398661
e4_hh3_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,47,3,12,1,2,7,2,1,4,2,1,1,0.9280056056917875,-0.6108303697421111,0.7342664926379137
e4_hh27_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,25,3,0,2,1,5,2,0,1,2,1,1,-0.9540110023803645,-1.0595551710428672,-0.46253034818942657
e2_hh6_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H2_call,NA,1,NA,NA,NA,62,1,0,1,1,5,3,1,1,3,1,1,-0.32267121556566236,-0.9781766611005632,0.8654701023398661
e2_hh29_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,75,3,16,2,2,1,1,1,2,1,1,1,-1.8470336433977803,-0.8628248706319113,-0.46253034818942657
e3_hh13_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,25,4,12,2,1,8,1,1,1,1,1,1,0.8614720825584403,-0.9481328661056593,2.0622669431672063
e3_hh1_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,30,3,0,2,4,7,5,1,2,1,1,3,-0.8482625431364276,-0.6700240557523991,-0.46253034818942657
e2_hh2_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,45,3,14,2,3,5,8,1,1,3,1,7,0.11129362101433574,-0.9781766611005632,0.8654701023398661
e2_hh28_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,35,3,13,2,1,4,3,0,2,3,1,7,1.1428156064585102,-0.8928686656268152,-0.46253034818942657
e3_hh27_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,TRUE,NA,NA,30,2,5,1,2,5,3,1,2,3,1,3,0.4395099983503967,-0.700067850747303,0.7342664926379137
e3_hh15_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,0,FALSE,NA,NA,50,1,14,2,2,1,3,1,2,3,1,1,1.5593453925064897,-0.8928686656268152,-0.46253034818942657
e3_hh12_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,41,1,14,1,4,10,1,1,2,1,1,1,-1.2059167233764614,-1.0556256855114234,-0.46253034818942657
e1_hh15_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,50,3,13,1,2,5,5,1,2,1,1,3,1.6901868196078464,-0.8628248706319113,0.7342664926379137
e2_hh19_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H1_control,NA,NA,NA,NA,NA,40,3,0,2,3,5,4,1,1,4,1,4,-2.12837716729785,-0.7039973362787469,0.7342664926379137
e2_hh4_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,29,1,8,2,1,3,4,1,4,4,1,1,-0.0238926411335743,-0.44807334985750297,-0.46253034818942657
e4_hh30_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,60,1,10,2,2,10,3,1,2,3,1,1,1.9137991411089708,-0.8928686656268152,-0.46253034818942657
e3_hh21_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,61,1,11,1,1,3,7,1,4,2,1,1,-0.04898560899099402,-0.8036311846216232,0.7342664926379137
e3_hh7_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,30,4,14,1,3,7,1,1,4,1,1,1,0.486382851786388,-0.8850096945639274,-0.46253034818942657
e1_hh1_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,35,3,13,2,4,4,1,0,4,1,1,3,1.0588470327931447,-0.8850096945639274,-0.46253034818942657
e1_hh21_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,64,3,0,2,4,6,8,1,2,1,1,1,-1.000883855816356,-0.8628248706319113,0.7342664926379137
e1_hh20_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,14,2,1,7,7,1,2,2,1,5,0.7971641785904306,-0.9742471755691192,-0.46253034818942657
e4_hh20_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,65,3,0,1,1,7,8,0,2,2,1,4,-0.305236165033644,-0.781446360689607,0.7342664926379137
e1_hh29_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,30,3,12,2,1,3,4,1,3,4,1,3,-0.7937317723750347,-0.34058053045173875,-0.46253034818942657
e3_hh18_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,1,NA,NA,NA,82,4,16,1,1,8,6,1,1,2,1,5,0.17377556430400673,-0.86675435616335506,0.7342664926379137
e2_hh14_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,43,2,14,2,1,6,5,1,2,2,1,5,-0.27579836212967107,-0.781446360689607,-0.46253034818942657
e1_hh14_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,40,2,16,3,2,1,1,1,2,2,1,7,0.22469999758367418,-0.781446360689607,-0.46253034818942657
e3_hh30_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,50,3,14,2,4,6,4,1,2,4,1,1,-1.3116651826203984,-0.811490155684511,0.7342664926379137
e1_hh25_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,34,4,0,1,4,6,4,0,1,4,1,3,0.8266019814944034,-0.7039973362787469,-0.46253034818942657
e2_hh4_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H2_call,NA,1,NA,NA,NA,30,2,11,1,1,3,6,1,4,3,1,1,-0.1449569350283142,-0.5294518597998071,0.8654701023398661
e2_hh30_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,TRUE,NA,NA,29,4,0,1,2,8,4,1,1,4,1,1,0.4395099983503967,-0.7039973362787469,-0.46253034818942657
e2_hh14_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,35,3,16,1,1,7,5,1,4,1,1,1,0.6951739494106947,-0.6922088796844152,0.7342664926379137
e3_hh26_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,TRUE,NA,NA,73,3,8,3,3,5,1,1,1,1,1,1,-0.3892047386990096,-0.9481328661056593,-0.46253034818942657
e3_hh21_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,70,4,10,3,4,6,7,1,2,2,1,1,-0.6508875929017234,-0.9742471755691192,0.7342664926379137
e1_hh26_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,32,3,10,1,1,4,7,1,2,2,1,7,-0.7097631987096692,-0.9742471755691192,0.8654701023398661
e2_hh7_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,42,4,4,2,1,4,10,1,10,10,1,6,-0.04898560899099402,1.7330111638875692,0.7342664926379137
e1_hh13_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,43,3,14,2,1,4,8,1,3,1,1,1,0.45694504888241516,-0.9703176900376754,-0.46253034818942657
e3_hh17_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,27,2,10,2,1,3,2,1,4,2,1,1,-1.6987571657644054,-0.8036311846216232,-0.46253034818942657
e2_hh25_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,40,3,12,1,2,5,3,1,2,3,1,5,-0.40663978923102795,-0.8928686656268152,-0.46253034818942657
e2_hh9_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,30,3,14,2,1,7,6,1,4,3,1,1,-0.7271982492416876,-0.7222526746793192,-0.46253034818942657
e3_hh23_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,25,3,12,2,3,4,6,1,4,3,1,3,-1.9310022170631458,-0.5294518597998071,0.7342664926379137
e1_hh13_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,14,2,1,4,6,1,4,2,1,5,1.5593453925064897,-0.8036311846216232,-0.46253034818942657
e3_hh26_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,TRUE,NA,NA,67,3,6,2,2,4,1,0,4,1,1,5,0.839692196979869,-0.6922088796844152,0.7342664926379137
e2_hh19_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,42,3,12,1,1,6,7,1,2,2,1,1,0.2672280159731126,-0.781446360689607,-0.46253034818942657
e3_hh17_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,57,1,0,1,3,2,1,1,1,1,1,1,0.22035516253712123,-0.9481328661056593,-0.46253034818942657
e4_hh27_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H2_call,NA,1,NA,NA,NA,70,5,12,2,1,5,2,0,1,2,1,1,-0.46551539503897377,-0.86675435616335506,0.7342664926379137
e4_hh30_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,28,4,14,1,3,1,1,1,1,1,1,3,0.713195604925065,-1.1409336809851713,0.7342664926379137
e4_hh28_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,57,3,7,1,2,3,1,1,3,3,1,7,-1.3661959533817913,-0.614759855273555,-0.46253034818942657
e3_hh22_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,31,3,14,1,1,3,2,1,4,2,1,1,0.6172242788877448,-0.8036311846216232,-0.46253034818942657
e2_hh2_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,25,3,11,2,1,5,3,1,1,3,1,1,0.8266019814944034,-0.9781766611005632,-0.46253034818942657
e4_hh1_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,30,2,14,2,1,1,5,1,2,2,1,7,-0.604014739465732,-0.9742471755691192,-0.46253034818942657
e2_hh20_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,65,1,10,1,1,3,3,1,4,3,1,1,-0.2583633115976527,-0.7222526746793192,-0.46253034818942657
e4_hh13_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,TRUE,NA,NA,38,2,10,3,4,6,6,1,2,3,1,1,-0.7348561665670889,-0.700067850747303,-0.46253034818942657
e3_hh11_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,33,5,0,1,3,6,1,1,6,1,1,1,-1.0848524294817214,-0.5215928887369193,0.8654701023398661
e1_hh9_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,45,2,14,2,1,4,1,1,4,1,1,3,0.9280056056917875,-0.8850096945639274,-0.46253034818942657
e1_hh15_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H3_call_qs,NA,1,FALSE,NA,NA,56,2,0,1,3,5,5,1,2,2,1,5,0.46894780125436963,-0.781446360689607,-0.46253034818942657
e1_hh26_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,30,2,10,2,1,1,1,1,1,1,1,1,-0.27579836212967107,-0.9481328661056593,-0.46253034818942657
e4_hh26_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,37,2,10,1,1,4,1,1,3,1,1,1,2.1786824269492375,-0.7775168751581633,-0.46253034818942657
e1_hh15_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,12,1,3,1,9,1,2,1,1,4,-0.7097631987096692,-0.8628248706319113,0.7342664926379137
e1_hh8_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H2_call,NA,1,NA,NA,NA,25,2,13,1,2,5,4,0,2,6,1,3,1.6901868196078464,-0.45593232092039065,0.7342664926379137
e4_hh6_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,66,1,0,1,1,6,1,1,2,1,1,1,0.6837578020210922,-1.0556256855114234,-0.46253034818942657
e2_hh14_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,1,FALSE,NA,NA,35,2,10,1,1,8,4,0,1,4,1,1,0.582354177823708,-0.7039973362787469,-0.46253034818942657
e1_hh24_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H2_call,NA,1,NA,NA,NA,53,2,0,2,4,6,7,1,2,2,1,1,-1.4893794631577468,-0.9742471755691192,0.7342664926379137
e2_hh4_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H1_control,NA,NA,NA,NA,NA,49,3,14,2,1,6,6,1,2,2,1,5,0.7971641785904306,-0.781446360689607,0.8654701023398661
e2_hh17_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H1_control,NA,NA,NA,NA,NA,35,2,0,2,1,5,9,0,2,1,1,5,1.5767804430385082,-0.8628248706319113,0.7342664926379137
e4_hh4_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H2_call,NA,1,NA,NA,NA,30,3,0,1,2,2,2,1,2,2,1,1,-0.5374812163323848,-0.9742471755691192,-0.46253034818942657
e4_hh4_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H2_call,NA,1,NA,NA,NA,60,1,14,1,2,1,1,1,2,1,1,1,-0.7937317723750347,-0.8628248706319113,-0.46253034818942657
e1_hh17_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,0,FALSE,NA,NA,36,2,14,2,4,8,8,1,1,1,1,5,0.9748784591277788,-1.1409336809851713,-0.46253034818942657
e4_hh14_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,40,2,12,2,1,10,3,1,NA,NA,NA,NA,NA,NA,NA
e1_hh4_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,52,3,0,1,4,7,10,1,10,10,1,6,1.529907589602517,1.7330111638875692,-0.46253034818942657
e1_hh20_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,56,2,8,2,4,7,7,1,NA,NA,NA,NA,NA,NA,NA
e3_hh26_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H2_call,NA,1,NA,NA,NA,49,2,12,2,4,6,3,1,2,3,1,1,0.46894780125436963,-0.8928686656268152,-0.46253034818942657
e3_hh13_ps-1043-gps-zaryab-collony-no-3,PK-1,PS-1043-GPS Zaryab Collony No 3,6,H3_call_qs,NA,1,FALSE,NA,NA,52,5,14,2,1,7,8,1,1,3,1,7,0.3261036217810582,-0.785375846221051,-0.46253034818942657
e2_hh23_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H2_call,NA,1,NA,NA,NA,60,3,0,1,1,5,1,1,3,1,1,4,-1.5384779357590754,-0.7775168751581633,2.0622669431672063
e2_hh5_ps-1001-ggps-comboo,PK-1,Ps-1001-GGPS Comboo,6,H1_control,NA,NA,NA,NA,NA,27,3,12,3,2,1,3,1,1,3,1,5,-1.1219481497110957,-0.9781766611005632,0.8654701023398661
e4_hh14_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,37,2,7,2,3,7,7,1,10,9,1,6,0.2792307683450669,1.4588318390657529,-0.46253034818942657
e3_hh12_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,0,FALSE,NA,NA,25,4,14,1,4,8,4,1,1,4,1,1,-0.2583633115976527,-0.896798151158259,-0.46253034818942657
e1_hh29_ps-1065-gms-bashir-abad,PK-1,PS-1065-GMS Bashir Abad,6,H3_call_qs,NA,0,FALSE,NA,NA,21,4,14,2,1,4,5,1,4,5,1,1,-0.5200461658003666,-0.36669483991519886,-0.46253034818942657
e3_hh24_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,40,3,14,2,4,4,3,1,3,3,1,1,0.6172242788877448,-0.8075606701530672,-0.46253034818942657
e1_hh25_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,FALSE,NA,NA,25,2,10,2,1,8,3,1,1,3,1,1,-1.0085417731417574,-0.9781766611005632,0.8654701023398661
e1_hh28_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H1_control,NA,NA,NA,NA,NA,45,2,8,2,4,8,6,1,1,3,1,1,0.6657361465067216,-0.9781766611005632,0.7342664926379137
e4_hh21_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,TRUE,NA,NA,75,4,13,2,1,10,5,0,2,1,1,1,0.46894780125436963,-0.8628248706319113,-0.46253034818942657
e1_hh18_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H3_call_qs,NA,1,FALSE,NA,NA,50,2,14,2,1,1,10,1,10,10,1,6,-0.4535126426670193,1.7330111638875692,-0.46253034818942657
e2_hh17_ps-1014-gps-gharhi-baloch,PK-1,PS-1014-GPS Gharhi Baloch,6,H3_call_qs,NA,1,FALSE,NA,NA,35,3,14,2,3,2,1,1,2,1,1,5,0.8266019814944034,-1.0556256855114234,-0.46253034818942657
e3_hh30_ps-1023-ggps-sardar-colony-2,PK-1,PS-1023-GGPS Sardar Colony 2,6,H3_call_qs,NA,1,TRUE,NA,NA,40,4,14,2,4,5,5,1,1,1,1,1,-0.35976693579503677,-1.1409336809851713,0.7342664926379137
e1_hh20_ps-1031-gps-faisal-colony,PK-1,PS-1031-GPS Faisal Colony,6,H1_control,NA,NA,NA,NA,NA,43,3,10,2,2,1,2,1,2,2,1,7,0.3555414246850311,-0.781446360689607,-0.46253034818942657
